product_name,sku,description,brand,ingredient,rating_value,review_count,image_url,product_url,customer_name,review_date,star_rating,review_title,review_text,neg,neu,pos,compound,sentiment,pred
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Apr 13, 2024",5 out of 5 stars review,I like it,I like this wheatgrass I put it in my smoothies I like the organic and this seems to be a good quality one,tensor(0.),tensor(0.7170),tensor(0.2830),tensor(0.7845),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 14, 2024",5 out of 5 stars review,Very good for everything,I take wheatgrass daily for its properties I use 1 teaspoon in a glass of water very nice taste and moreover has benefits for a lot of tings,tensor(0.),tensor(0.7840),tensor(0.2160),tensor(0.7089),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 5, 2024",5 out of 5 stars review,good quality,smell seems strong and fresh good quality product to add to my smoothie,tensor(0.),tensor(0.5410),tensor(0.4590),tensor(0.8176),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 3, 2024",5 out of 5 stars review,It's great!,Very good natural favour Add together with coffee taste good,tensor(0.),tensor(0.3330),tensor(0.6670),tensor(0.9008),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 2, 2024",5 out of 5 stars review,Excellent!,good quality brand and considered as superfood and has antioxidant properties,tensor(0.),tensor(0.7750),tensor(0.2250),tensor(0.4404),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 12, 2024",5 out of 5 stars review,"California Gold Nutrition, Superfoods, Organic Matcha Wheatgrass Powder, is a great product",California Gold Nutrition Superfoods Organic Matcha Wheatgrass Powder is a great product,tensor(0.),tensor(0.7280),tensor(0.2720),tensor(0.6249),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 27, 2024",5 out of 5 stars review,Excellent !,I like it very good herbal soft taste Use it in my morning smoothies,tensor(0.),tensor(0.6780),tensor(0.3220),tensor(0.6901),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jul 14, 2024",5 out of 5 stars review,Excellent!,Gives a lot of energy though out the day Love it,tensor(0.),tensor(0.8110),tensor(0.1890),tensor(0.2732),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 7, 2024",4 out of 5 stars review,good,best price for top quality enough potency awfull taste i use it in shakes,tensor(0.),tensor(0.6670),tensor(0.3330),tensor(0.7184),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jul 9, 2024",5 out of 5 stars review,Ok,Great price Quality just ok I buy it bcoz promotions,tensor(0.),tensor(0.6720),tensor(0.3280),tensor(0.6588),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Apr 1, 2024",5 out of 5 stars review,"A wonderful, healing, living food",A wonderful addition to smoothies this product is full of chlorophyll antioxidants and has preventative qualities to keep you healthy,tensor(0.),tensor(0.7480),tensor(0.2520),tensor(0.7506),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jun 18, 2024",5 out of 5 stars review,Health,This brand compared to others is more potent The results are clarity and a long term energy boost without a crash,tensor(0.),tensor(0.6350),tensor(0.3650),tensor(0.8298),positive,positive
